source,author,title,description,url,urlToImage,publishedAt,content,search_topic
"{'id': 'wired', 'name': 'Wired'}",Meg Wilcox,Private Companies Are Now Gathering Weather Data for NOAA,"WindBorne Systems is one of several companies launching balloons, drones, buoys, and other devices to provide critical data to the beleaguered agency’s National Weather Service, but they can’t fill all the gaps.",https://www.wired.com/story/private-companies-step-up-to-gather-weather-data-for-noaa-as-staffing-cuts-hobble-agency-forecasting/,"https://media.wired.com/photos/68934ccba9c4c8b4276fb349/191:100/w_1280,c_limit/WindBorne-3.jpg",2025-08-09T11:00:00Z,"WindBornes balloons, in contrast, can collect and distribute data from remote regions. That makes them more adaptive, and especially useful for monitoring atmospheric rivers that bring extreme precip… [+3266 chars]",climate change
"{'id': None, 'name': 'Ms. Magazine'}",Chloe Nazra Lee,Sacrificing Women for the Church of Men: Medical Conscience Rights and Christian Hypocrisy,"The Woman grew up in a small Christian town in northeastern Tennessee. Community values—kindness, compassion, love—are deeply cherished. She's never moved; why would she? She enjoys the simplicity of her little community.
But the tide turns with a growing pol…",https://msmagazine.com/2025/08/09/women-doctor-prenatal-care-unmarried-tennessee-religion-conscience-clause/,https://msmagazine.com/wp-content/uploads/2025/08/Sacrificing-Women-for-the-Church-of-Men-Medical-Conscience-Rights-and-Christian-Hypocrisy.png,2025-08-09T11:00:00Z,"I believe that resistance against oppressive forces is energy in the universe that is never wasted. And I think thats especially true when the oppressive force is the power of religion gone wrong. 
… [+20428 chars]",climate change
"{'id': None, 'name': 'Nakedcapitalism.com'}",Yves Smith,Links 8/9/2025,"Our tremulous daily links: CDC shooting, wind auction fail, moar US DeepSeek alarm, Tucson beats Amazon, Sudan starvation, EU-US deal a stealth EU win? UK poverty, Israel Lebanon strikes, Putin-Trump summit, US Caucasus threat, auto co's tariff hits, AI looti…",https://www.nakedcapitalism.com/2025/08/links-8-9-2025.html,https://www.nakedcapitalism.com/wp-content/uploads/2025/08/00-tapir.jpg,2025-08-09T10:55:50Z,"Man v. cobra YouTube (resilc). Impressive. 
CDC Buildings Hit by Gunfire MedPage
Americans get more than half their calories from ultra-processed foods, CDC report says Associated Press (Kevin W). … [+9149 chars]",climate change
"{'id': None, 'name': 'Ritholtz.com'}",Barry Ritholtz,10 Camp Kotok Reads,"The weekend is here! Pour yourself a mug of Colombia Tolima Los Brasiles Peaberry Organic coffee, grab a seat outside, and get ready for our longer-form Camp Kotok weekend reads: • Trump, the BLS, and Our Age of Choose-Your-Own-Reality Governance: The preside…",https://ritholtz.com/2025/08/10-weekend-reads-52/,https://ritholtz.com/wp-content/uploads/2026/12/tech.png,2025-08-09T10:55:22Z,"Trump, the BLS, and Our Age of Choose-Your-Own-Reality Governance: The president’s war on economic data will make us dumber, poorer, and less prepared for crisis. (Derek Thompson)
How Novo Nordisk R… [+2417 chars]",climate change
"{'id': None, 'name': 'The-independent.com'}",Roisin O'Connor,Wembley Stadium investigates claim people were smuggled into Oasis shows without tickets,"Fans have claimed they were able to get in using the same ticket after being told to use a disabled entrance, where they were handed VIP wristbands",https://www.the-independent.com/arts-entertainment/music/news/oasis-fake-tickets-wembley-security-investigation-b2804791.html,"https://static.the-independent.com/2025/07/12/7/33/BigBrotherRecordings1.jpg?trim=0,0,0,0&width=1200&height=800&crop=1200:800",2025-08-09T10:45:50Z,"Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+3894 chars]",climate change
"{'id': None, 'name': 'Biztoc.com'}",euronews.com,"The Herds: Life-sized animal puppets complete epic 20,000km climate crisis journey","The Herds, a climate change art project by The Walk Productions, has completed its 20,000km journey from the Congo rainforest to Norway’s Arctic Circle.
Back in April, a herd of towering, life-sized animal puppets - from elephants, giraffes, to antelopes and …",https://biztoc.com/x/22057b5bbc88d68e,https://biztoc.com/cdn/22057b5bbc88d68e_s.webp,2025-08-09T10:43:13Z,"The Herds, a climate change art project by The Walk Productions, has completed its 20,000km journey from the Congo rainforest to Norways Arctic Circle.Back in April, a herd of towering, life-sized an… [+136 chars]",climate change
"{'id': None, 'name': 'Yahoo Entertainment'}",Associated Press,Firefighters battle to prevent reignition of France’s largest wildfire as residents return home,"About 1,400 firefighters were deployed on Saturday in France's southern Aude region to prevent the country's largest wildfire in decades from reigniting, as ...",https://www.yahoo.com/news/articles/firefighters-battle-prevent-reignition-france-104049737.html,https://s.yimg.com/ny/api/res/1.2/I8DSFVjNtI7mVXpyEG4UQw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA7Y2Y9d2VicA--/https://media.zenfs.com/en/ap.org/9d63c66c7c9e27738b656ad067a5d852,2025-08-09T10:40:49Z,"PARIS (AP) About 1,400 firefighters were deployed on Saturday in France's southern Aude region to prevent the country's largest wildfire in decades from reigniting, as all residents were allowed to r… [+1266 chars]",climate change
"{'id': None, 'name': 'Richmond.com'}",DAVE RESS Richmond Times-Dispatch,"Underwater grasses decline in parts of Chesapeake Bay, tributaries","The acreage of underwater grasses is just 64% of the 130,000 acres set as this year’s goal, according to the latest annual survey by Virginia and Maryland officials.",https://richmond.com/news/state-regional/government-politics/article_c7c924c2-3f47-41a1-94d5-ff193b492e3e.html,https://bloximages.newyork1.vip.townnews.com/richmond.com/content/tncms/assets/v3/editorial/c/7c/c7c924c2-3f47-41a1-94d5-ff193b492e3e/689547c5a6ad5.preview.jpg?crop=1630%2C856%2C2%2C173&resize=1200%2C630&order=crop%2Cresize,2025-08-09T10:30:00Z,"Theyre a sensitive indicator of the health of the Chesapeake, the nursery for fish, crabs and other shellfish but the underwater grasses of the Bay and its tributaries arent doing as well as hoped.
… [+7027 chars]",climate change
"{'id': None, 'name': 'Forbes'}","Martina Di Licosa, Contributor, 
 Martina Di Licosa, Contributor
 https://www.forbes.com/sites/martinadilicosa/",Why This Billionaire Berkeley Professor Won’t Leave The Classroom,"Tech giants including Google fund Ion Stoica's lab, from which he launched companies like $62 billion Databricks. Now he's helping fellow profs find private funding.",https://www.forbes.com/sites/martinadilicosa/2025/08/08/why-this-databricks-billionaire-ion-stoica-berkeley-professor-wont-leave-the-classroom/,https://imageio.forbes.com/specials-images/imageserve/689652fe9431cd2fb19ca3e4/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,2025-08-09T10:30:00Z,"Berkeley Professor Ion Stoica and his students dont like being one-upped by anyone, let alone by archnemesis Stanford. Thats why, when a user asked for a way to compare their open-source chatbot Vicu… [+9752 chars]",climate change
"{'id': None, 'name': 'The-independent.com'}",Roisin O'Connor,James Norton says reaction to ‘gross’ leaked photos from A Little Life was ‘gratifying’,Actor said it was ‘a bit gross’ that the images were framed ‘in a titillating way’ given the subject matter of the play,https://www.the-independent.com/arts-entertainment/tv/news/james-norton-a-little-life-play-leaked-photos-b2804785.html,"https://static.the-independent.com/2025/08/09/10/24/GettyImages-2199868652.jpg?trim=57,0,3276,0&width=1200&height=800&crop=1200:800",2025-08-09T10:12:34Z,"Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+3425 chars]",climate change
